"h","g","t","value"
"H_GENERAL","A+","308","5"
"H_GENERAL","A+","309","6"
"H_GENERAL","A+","310","6"
"H_GENERAL","A+","311","6"
"H_GENERAL","A+","312","6"
"H_GENERAL","A+","313","6"
"H_GENERAL","A+","314","5"
"H_GENERAL","A+","315","5"
"H_GENERAL","A+","316","6"
"H_GENERAL","A+","317","8"
"H_GENERAL","A+","318","8"
"H_GENERAL","A+","319","6"
"H_GENERAL","A+","320","6"
"H_GENERAL","A+","321","5"
"H_GENERAL","A+","322","5"
"H_GENERAL","A+","323","6"
"H_GENERAL","A+","324","6"
"H_GENERAL","A+","325","6"
"H_GENERAL","A+","326","6"
"H_GENERAL","A+","327","6"
"H_GENERAL","A+","328","5"
"H_GENERAL","A+","329","5"
"H_GENERAL","A+","330","6"
"H_GENERAL","A+","331","8"
"H_GENERAL","A+","332","8"
"H_GENERAL","A+","333","6"
"H_GENERAL","A+","334","6"
"H_GENERAL","A+","335","5"
"H_GENERAL","A+","336","5"
"H_GENERAL","A+","337","6"
"H_GENERAL","A+","338","6"
"H_GENERAL","A+","339","6"
"H_GENERAL","A+","340","6"
"H_GENERAL","A+","341","6"
"H_GENERAL","A+","342","5"
"H_GENERAL","A+","343","5"
"H_GENERAL","A+","344","6"
"H_GENERAL","A+","345","8"
"H_GENERAL","A+","346","8"
"H_GENERAL","A+","347","6"
"H_GENERAL","A+","348","6"
"H_GENERAL","A+","349","5"
"H_GENERAL","A+","350","5"
"H_GENERAL","A+","351","6"
"H_GENERAL","A+","352","6"
"H_GENERAL","A+","353","6"
"H_GENERAL","A+","354","6"
"H_GENERAL","A+","355","6"
"H_GENERAL","A+","356","5"
"H_GENERAL","A+","357","5"
"H_GENERAL","A+","358","6"
"H_GENERAL","A+","359","8"
"H_GENERAL","A+","360","8"
"H_GENERAL","A+","361","6"
"H_GENERAL","A+","362","6"
"H_GENERAL","A+","363","5"
"H_GENERAL","A+","364","5"
"H_GENERAL","A+","365","6"
"H_GENERAL","B-","1","0"
"H_GENERAL","B-","2","0"
"H_GENERAL","B-","3","0"
"H_GENERAL","B-","4","0"
"H_GENERAL","B-","5","0"
"H_GENERAL","B-","6","0"
"H_GENERAL","B-","7","0"
"H_GENERAL","B-","8","0"
"H_GENERAL","B-","9","0"
"H_GENERAL","B-","10","0"
"H_GENERAL","B-","11","0"
"H_GENERAL","B-","12","0"
"H_GENERAL","B-","13","0"
"H_GENERAL","B-","14","0"
"H_GENERAL","B-","15","0"
"H_GENERAL","B-","16","0"
"H_GENERAL","B-","17","0"
"H_GENERAL","B-","18","0"
"H_GENERAL","B-","19","0"
"H_GENERAL","B-","20","0"
"H_GENERAL","B-","21","0"
"H_GENERAL","B-","22","0"
"H_GENERAL","B-","23","0"
"H_GENERAL","B-","24","0"
"H_GENERAL","B-","25","0"
"H_GENERAL","B-","26","0"
"H_GENERAL","B-","27","0"
"H_GENERAL","B-","28","0"
"H_GENERAL","B-","29","0"
"H_GENERAL","B-","30","0"
"H_GENERAL","B-","31","0"
"H_GENERAL","B-","32","0"
"H_GENERAL","B-","33","0"
"H_GENERAL","B-","34","0"
"H_GENERAL","B-","35","0"
"H_GENERAL","B-","36","0"
"H_GENERAL","B-","37","0"
"H_GENERAL","B-","38","0"
"H_GENERAL","B-","39","0"
"H_GENERAL","B-","40","0"
"H_GENERAL","B-","41","0"
"H_GENERAL","B-","42","0"
"H_GENERAL","B-","43","0"
"H_GENERAL","B-","44","0"
"H_GENERAL","B-","45","0"
"H_GENERAL","B-","46","0"
"H_GENERAL","B-","47","0"
"H_GENERAL","B-","48","0"
"H_GENERAL","B-","49","0"
"H_GENERAL","B-","50","0"
"H_GENERAL","B-","51","0"
"H_GENERAL","B-","52","0"
"H_GENERAL","B-","53","0"
"H_GENERAL","B-","54","0"
"H_GENERAL","B-","55","0"
"H_GENERAL","B-","56","0"
"H_GENERAL","B-","57","0"
"H_GENERAL","B-","58","0"
"H_GENERAL","B-","59","0"
"H_GENERAL","B-","60","0"
"H_GENERAL","B-","61","0"
"H_GENERAL","B-","62","0"
"H_GENERAL","B-","63","0"
"H_GENERAL","B-","64","0"
"H_GENERAL","B-","65","0"
"H_GENERAL","B-","66","0"
"H_GENERAL","B-","67","0"
"H_GENERAL","B-","68","0"
"H_GENERAL","B-","69","0"
"H_GENERAL","B-","70","0"
"H_GENERAL","B-","71","0"
"H_GENERAL","B-","72","0"
"H_GENERAL","B-","73","0"
"H_GENERAL","B-","74","0"
"H_GENERAL","B-","75","0"
"H_GENERAL","B-","76","0"
"H_GENERAL","B-","77","0"
"H_GENERAL","B-","78","0"
"H_GENERAL","B-","79","0"
"H_GENERAL","B-","80","0"
"H_GENERAL","B-","81","0"
"H_GENERAL","B-","82","0"
"H_GENERAL","B-","83","0"
"H_GENERAL","B-","84","0"
"H_GENERAL","B-","85","0"
"H_GENERAL","B-","86","0"
"H_GENERAL","B-","87","0"
"H_GENERAL","B-","88","0"
"H_GENERAL","B-","89","0"
"H_GENERAL","B-","90","0"
"H_GENERAL","B-","91","0"
"H_GENERAL","B-","92","0"
"H_GENERAL","B-","93","0"
"H_GENERAL","B-","94","0"
"H_GENERAL","B-","95","0"
"H_GENERAL","B-","96","0"
"H_GENERAL","B-","97","0"
"H_GENERAL","B-","98","0"
"H_GENERAL","B-","99","0"
"H_GENERAL","B-","100","0"
"H_GENERAL","B-","101","0"
"H_GENERAL","B-","102","0"
"H_GENERAL","B-","103","0"
"H_GENERAL","B-","104","0"
"H_GENERAL","B-","105","0"
"H_GENERAL","B-","106","0"
"H_GENERAL","B-","107","0"
"H_GENERAL","B-","108","0"
"H_GENERAL","B-","109","0"
"H_GENERAL","B-","110","0"
"H_GENERAL","B-","111","0"
"H_GENERAL","B-","112","0"
"H_GENERAL","B-","113","0"
"H_GENERAL","B-","114","0"
"H_GENERAL","B-","115","0"
"H_GENERAL","B-","116","0"
"H_GENERAL","B-","117","0"
"H_GENERAL","B-","118","0"
"H_GENERAL","B-","119","0"
"H_GENERAL","B-","120","0"
"H_GENERAL","B-","121","0"
"H_GENERAL","B-","122","0"
"H_GENERAL","B-","123","0"
"H_GENERAL","B-","124","0"
"H_GENERAL","B-","125","0"
"H_GENERAL","B-","126","0"
"H_GENERAL","B-","127","0"
"H_GENERAL","B-","128","0"
"H_GENERAL","B-","129","0"
"H_GENERAL","B-","130","0"
"H_GENERAL","B-","131","0"
"H_GENERAL","B-","132","0"
"H_GENERAL","B-","133","0"
"H_GENERAL","B-","134","0"
"H_GENERAL","B-","135","0"
"H_GENERAL","B-","136","0"
"H_GENERAL","B-","137","0"
"H_GENERAL","B-","138","0"
"H_GENERAL","B-","139","0"
"H_GENERAL","B-","140","0"
"H_GENERAL","B-","141","0"
"H_GENERAL","B-","142","0"
"H_GENERAL","B-","143","0"
"H_GENERAL","B-","144","0"
"H_GENERAL","B-","145","0"
"H_GENERAL","B-","146","0"
"H_GENERAL","B-","147","0"
"H_GENERAL","B-","148","0"
"H_GENERAL","B-","149","0"
"H_GENERAL","B-","150","0"
"H_GENERAL","B-","151","0"
"H_GENERAL","B-","152","0"
"H_GENERAL","B-","153","0"
"H_GENERAL","B-","154","0"
"H_GENERAL","B-","155","0"
"H_GENERAL","B-","156","0"
"H_GENERAL","B-","157","0"
"H_GENERAL","B-","158","0"
"H_GENERAL","B-","159","0"
"H_GENERAL","B-","160","0"
"H_GENERAL","B-","161","0"
"H_GENERAL","B-","162","0"
"H_GENERAL","B-","163","0"
"H_GENERAL","B-","164","0"
"H_GENERAL","B-","165","0"
"H_GENERAL","B-","166","0"
"H_GENERAL","B-","167","0"
"H_GENERAL","B-","168","0"
"H_GENERAL","B-","169","0"
"H_GENERAL","B-","170","0"
"H_GENERAL","B-","171","0"
"H_GENERAL","B-","172","0"
"H_GENERAL","B-","173","0"
"H_GENERAL","B-","174","0"
"H_GENERAL","B-","175","0"
"H_GENERAL","B-","176","0"
"H_GENERAL","B-","177","0"
"H_GENERAL","B-","178","0"
"H_GENERAL","B-","179","0"
"H_GENERAL","B-","180","0"
"H_GENERAL","B-","181","0"
"H_GENERAL","B-","182","0"
"H_GENERAL","B-","183","0"
"H_GENERAL","B-","184","0"
"H_GENERAL","B-","185","0"
"H_GENERAL","B-","186","0"
"H_GENERAL","B-","187","0"
"H_GENERAL","B-","188","0"
"H_GENERAL","B-","189","0"
"H_GENERAL","B-","190","0"
"H_GENERAL","B-","191","0"
"H_GENERAL","B-","192","0"
"H_GENERAL","B-","193","0"
"H_GENERAL","B-","194","0"
"H_GENERAL","B-","195","0"
"H_GENERAL","B-","196","0"
"H_GENERAL","B-","197","0"
"H_GENERAL","B-","198","0"
"H_GENERAL","B-","199","0"
"H_GENERAL","B-","200","0"
"H_GENERAL","B-","201","0"
"H_GENERAL","B-","202","0"
"H_GENERAL","B-","203","0"
"H_GENERAL","B-","204","0"
"H_GENERAL","B-","205","0"
"H_GENERAL","B-","206","0"
"H_GENERAL","B-","207","0"
"H_GENERAL","B-","208","0"
"H_GENERAL","B-","209","0"
"H_GENERAL","B-","210","0"
"H_GENERAL","B-","211","0"
"H_GENERAL","B-","212","0"
"H_GENERAL","B-","213","0"
"H_GENERAL","B-","214","0"
"H_GENERAL","B-","215","0"
"H_GENERAL","B-","216","0"
"H_GENERAL","B-","217","0"
"H_GENERAL","B-","218","0"
"H_GENERAL","B-","219","0"
"H_GENERAL","B-","220","0"
"H_GENERAL","B-","221","0"
"H_GENERAL","B-","222","0"
"H_GENERAL","B-","223","0"
"H_GENERAL","B-","224","0"
"H_GENERAL","B-","225","0"
"H_GENERAL","B-","226","0"
"H_GENERAL","B-","227","0"
"H_GENERAL","B-","228","0"
"H_GENERAL","B-","229","0"
"H_GENERAL","B-","230","0"
"H_GENERAL","B-","231","0"
"H_GENERAL","B-","232","0"
"H_GENERAL","B-","233","0"
"H_GENERAL","B-","234","0"
"H_GENERAL","B-","235","0"
"H_GENERAL","B-","236","0"
"H_GENERAL","B-","237","0"
"H_GENERAL","B-","238","0"
"H_GENERAL","B-","239","0"
"H_GENERAL","B-","240","0"
"H_GENERAL","B-","241","0"
"H_GENERAL","B-","242","0"
"H_GENERAL","B-","243","0"
"H_GENERAL","B-","244","0"
"H_GENERAL","B-","245","0"
"H_GENERAL","B-","246","0"
"H_GENERAL","B-","247","0"
"H_GENERAL","B-","248","0"
"H_GENERAL","B-","249","0"
"H_GENERAL","B-","250","0"
"H_GENERAL","B-","251","0"
"H_GENERAL","B-","252","0"
"H_GENERAL","B-","253","0"
"H_GENERAL","B-","254","0"
"H_GENERAL","B-","255","0"
"H_GENERAL","B-","256","0"
"H_GENERAL","B-","257","0"
"H_GENERAL","B-","258","0"
"H_GENERAL","B-","259","0"
"H_GENERAL","B-","260","0"
"H_GENERAL","B-","261","0"
"H_GENERAL","B-","262","0"
"H_GENERAL","B-","263","0"
"H_GENERAL","B-","264","0"
"H_GENERAL","B-","265","0"
"H_GENERAL","B-","266","0"
"H_GENERAL","B-","267","0"
"H_GENERAL","B-","268","0"
"H_GENERAL","B-","269","0"
"H_GENERAL","B-","270","0"
"H_GENERAL","B-","271","0"
"H_GENERAL","B-","272","0"
"H_GENERAL","B-","273","0"
"H_GENERAL","B-","274","0"
"H_GENERAL","B-","275","0"
"H_GENERAL","B-","276","0"
"H_GENERAL","B-","277","0"
"H_GENERAL","B-","278","0"
"H_GENERAL","B-","279","0"
"H_GENERAL","B-","280","0"
"H_GENERAL","B-","281","0"
"H_GENERAL","B-","282","0"
"H_GENERAL","B-","283","0"
"H_GENERAL","B-","284","0"
"H_GENERAL","B-","285","0"
"H_GENERAL","B-","286","0"
"H_GENERAL","B-","287","0"
"H_GENERAL","B-","288","0"
"H_GENERAL","B-","289","0"
"H_GENERAL","B-","290","0"
"H_GENERAL","B-","291","0"
"H_GENERAL","B-","292","0"
"H_GENERAL","B-","293","0"
"H_GENERAL","B-","294","0"
"H_GENERAL","B-","295","0"
"H_GENERAL","B-","296","0"
"H_GENERAL","B-","297","0"
"H_GENERAL","B-","298","0"
"H_GENERAL","B-","299","0"
"H_GENERAL","B-","300","0"
"H_GENERAL","B-","301","0"
"H_GENERAL","B-","302","0"
"H_GENERAL","B-","303","0"
"H_GENERAL","B-","304","0"
"H_GENERAL","B-","305","0"
"H_GENERAL","B-","306","0"
"H_GENERAL","B-","307","0"
"H_GENERAL","B-","308","0"
"H_GENERAL","B-","309","0"
"H_GENERAL","B-","310","0"
"H_GENERAL","B-","311","0"
"H_GENERAL","B-","312","0"
"H_GENERAL","B-","313","0"
"H_GENERAL","B-","314","0"
"H_GENERAL","B-","315","0"
"H_GENERAL","B-","316","0"
"H_GENERAL","B-","317","0"
"H_GENERAL","B-","318","0"
"H_GENERAL","B-","319","0"
"H_GENERAL","B-","320","0"
"H_GENERAL","B-","321","0"
"H_GENERAL","B-","322","0"
"H_GENERAL","B-","323","0"
"H_GENERAL","B-","324","0"
"H_GENERAL","B-","325","0"
"H_GENERAL","B-","326","0"
"H_GENERAL","B-","327","0"
"H_GENERAL","B-","328","0"
"H_GENERAL","B-","329","0"
"H_GENERAL","B-","330","0"
"H_GENERAL","B-","331","0"
"H_GENERAL","B-","332","0"
"H_GENERAL","B-","333","0"
"H_GENERAL","B-","334","0"
"H_GENERAL","B-","335","0"
"H_GENERAL","B-","336","0"
"H_GENERAL","B-","337","0"
"H_GENERAL","B-","338","0"
"H_GENERAL","B-","339","0"
"H_GENERAL","B-","340","0"
"H_GENERAL","B-","341","0"
"H_GENERAL","B-","342","0"
"H_GENERAL","B-","343","0"
"H_GENERAL","B-","344","0"
"H_GENERAL","B-","345","0"
"H_GENERAL","B-","346","0"
"H_GENERAL","B-","347","0"
"H_GENERAL","B-","348","0"
"H_GENERAL","B-","349","0"
"H_GENERAL","B-","350","0"
"H_GENERAL","B-","351","0"
"H_GENERAL","B-","352","0"
"H_GENERAL","B-","353","0"
"H_GENERAL","B-","354","0"
"H_GENERAL","B-","355","0"
"H_GENERAL","B-","356","0"
"H_GENERAL","B-","357","0"
"H_GENERAL","B-","358","0"
"H_GENERAL","B-","359","0"
"H_GENERAL","B-","360","0"
"H_GENERAL","B-","361","0"
"H_GENERAL","B-","362","0"
"H_GENERAL","B-","363","0"
"H_GENERAL","B-","364","0"
"H_GENERAL","B-","365","0"
"H_GENERAL","B+","1","2"
"H_GENERAL","B+","2","2"
"H_GENERAL","B+","3","2"
"H_GENERAL","B+","4","2"
"H_GENERAL","B+","5","2"
"H_GENERAL","B+","6","1"
"H_GENERAL","B+","7","1"
"H_GENERAL","B+","8","2"
"H_GENERAL","B+","9","2"
"H_GENERAL","B+","10","2"
"H_GENERAL","B+","11","2"
"H_GENERAL","B+","12","2"
"H_GENERAL","B+","13","1"
"H_GENERAL","B+","14","1"
"H_GENERAL","B+","15","2"
"H_GENERAL","B+","16","2"
"H_GENERAL","B+","17","2"
"H_GENERAL","B+","18","2"
"H_GENERAL","B+","19","2"
"H_GENERAL","B+","20","1"
"H_GENERAL","B+","21","1"
"H_GENERAL","B+","22","2"
"H_GENERAL","B+","23","2"
"H_GENERAL","B+","24","2"
"H_GENERAL","B+","25","2"
"H_GENERAL","B+","26","2"
"H_GENERAL","B+","27","1"
"H_GENERAL","B+","28","1"
"H_GENERAL","B+","29","2"
"H_GENERAL","B+","30","2"
"H_GENERAL","B+","31","2"
"H_GENERAL","B+","32","2"
"H_GENERAL","B+","33","2"
"H_GENERAL","B+","34","1"
"H_GENERAL","B+","35","1"
"H_GENERAL","B+","36","2"
"H_GENERAL","B+","37","2"
"H_GENERAL","B+","38","2"
"H_GENERAL","B+","39","2"
"H_GENERAL","B+","40","2"
"H_GENERAL","B+","41","1"
"H_GENERAL","B+","42","1"
"H_GENERAL","B+","43","2"
"H_GENERAL","B+","44","2"
"H_GENERAL","B+","45","2"
"H_GENERAL","B+","46","2"
"H_GENERAL","B+","47","2"
"H_GENERAL","B+","48","1"
"H_GENERAL","B+","49","1"
"H_GENERAL","B+","50","2"
"H_GENERAL","B+","51","2"
"H_GENERAL","B+","52","2"
"H_GENERAL","B+","53","2"
"H_GENERAL","B+","54","2"
"H_GENERAL","B+","55","1"
"H_GENERAL","B+","56","1"
"H_GENERAL","B+","57","2"
"H_GENERAL","B+","58","2"
"H_GENERAL","B+","59","2"
"H_GENERAL","B+","60","2"
"H_GENERAL","B+","61","2"
"H_GENERAL","B+","62","1"
"H_GENERAL","B+","63","1"
"H_GENERAL","B+","64","2"
"H_GENERAL","B+","65","2"
"H_GENERAL","B+","66","2"
"H_GENERAL","B+","67","2"
"H_GENERAL","B+","68","2"
"H_GENERAL","B+","69","1"
"H_GENERAL","B+","70","1"
"H_GENERAL","B+","71","2"
"H_GENERAL","B+","72","2"
"H_GENERAL","B+","73","2"
"H_GENERAL","B+","74","2"
"H_GENERAL","B+","75","2"
"H_GENERAL","B+","76","1"
"H_GENERAL","B+","77","1"
"H_GENERAL","B+","78","2"
"H_GENERAL","B+","79","2"
"H_GENERAL","B+","80","2"
"H_GENERAL","B+","81","2"
"H_GENERAL","B+","82","2"
"H_GENERAL","B+","83","1"
"H_GENERAL","B+","84","1"
"H_GENERAL","B+","85","2"
"H_GENERAL","B+","86","2"
"H_GENERAL","B+","87","2"
"H_GENERAL","B+","88","2"
"H_GENERAL","B+","89","2"
"H_GENERAL","B+","90","1"
"H_GENERAL","B+","91","1"
"H_GENERAL","B+","92","2"
"H_GENERAL","B+","93","2"
"H_GENERAL","B+","94","2"
"H_GENERAL","B+","95","2"
"H_GENERAL","B+","96","2"
"H_GENERAL","B+","97","1"
"H_GENERAL","B+","98","1"
"H_GENERAL","B+","99","2"
"H_GENERAL","B+","100","2"
"H_GENERAL","B+","101","2"
"H_GENERAL","B+","102","2"
"H_GENERAL","B+","103","2"
"H_GENERAL","B+","104","1"
"H_GENERAL","B+","105","1"
"H_GENERAL","B+","106","2"
"H_GENERAL","B+","107","2"
"H_GENERAL","B+","108","2"
"H_GENERAL","B+","109","2"
"H_GENERAL","B+","110","2"
"H_GENERAL","B+","111","1"
"H_GENERAL","B+","112","1"
"H_GENERAL","B+","113","2"
"H_GENERAL","B+","114","2"
"H_GENERAL","B+","115","2"
"H_GENERAL","B+","116","2"
"H_GENERAL","B+","117","2"
"H_GENERAL","B+","118","1"
"H_GENERAL","B+","119","1"
"H_GENERAL","B+","120","2"
"H_GENERAL","B+","121","2"
"H_GENERAL","B+","122","2"
"H_GENERAL","B+","123","2"
"H_GENERAL","B+","124","2"
"H_GENERAL","B+","125","1"
"H_GENERAL","B+","126","1"
"H_GENERAL","B+","127","2"
"H_GENERAL","B+","128","2"
"H_GENERAL","B+","129","2"
"H_GENERAL","B+","130","2"
"H_GENERAL","B+","131","2"
"H_GENERAL","B+","132","1"
"H_GENERAL","B+","133","1"
"H_GENERAL","B+","134","2"
"H_GENERAL","B+","135","2"
"H_GENERAL","B+","136","2"
"H_GENERAL","B+","137","2"
"H_GENERAL","B+","138","2"
"H_GENERAL","B+","139","1"
"H_GENERAL","B+","140","1"
"H_GENERAL","B+","141","2"
"H_GENERAL","B+","142","2"
"H_GENERAL","B+","143","2"
"H_GENERAL","B+","144","2"
"H_GENERAL","B+","145","2"
"H_GENERAL","B+","146","1"
"H_GENERAL","B+","147","1"
"H_GENERAL","B+","148","2"
"H_GENERAL","B+","149","2"
"H_GENERAL","B+","150","2"
"H_GENERAL","B+","151","2"
"H_GENERAL","B+","152","2"
"H_GENERAL","B+","153","1"
"H_GENERAL","B+","154","1"
"H_GENERAL","B+","155","2"
"H_GENERAL","B+","156","2"
"H_GENERAL","B+","157","2"
"H_GENERAL","B+","158","2"
"H_GENERAL","B+","159","2"
"H_GENERAL","B+","160","1"
"H_GENERAL","B+","161","1"
"H_GENERAL","B+","162","2"
"H_GENERAL","B+","163","2"
"H_GENERAL","B+","164","2"
"H_GENERAL","B+","165","2"
"H_GENERAL","B+","166","2"
"H_GENERAL","B+","167","1"
"H_GENERAL","B+","168","1"
"H_GENERAL","B+","169","2"
"H_GENERAL","B+","170","2"
"H_GENERAL","B+","171","2"
"H_GENERAL","B+","172","2"
"H_GENERAL","B+","173","2"
"H_GENERAL","B+","174","1"
"H_GENERAL","B+","175","1"
"H_GENERAL","B+","176","2"
"H_GENERAL","B+","177","2"
"H_GENERAL","B+","178","2"
"H_GENERAL","B+","179","2"
"H_GENERAL","B+","180","2"
"H_GENERAL","B+","181","1"
"H_GENERAL","B+","182","1"
"H_GENERAL","B+","183","2"
"H_GENERAL","B+","184","2"
"H_GENERAL","B+","185","2"
"H_GENERAL","B+","186","2"
"H_GENERAL","B+","187","2"
"H_GENERAL","B+","188","1"
"H_GENERAL","B+","189","1"
"H_GENERAL","B+","190","2"
"H_GENERAL","B+","191","2"
"H_GENERAL","B+","192","2"
"H_GENERAL","B+","193","2"
"H_GENERAL","B+","194","2"
"H_GENERAL","B+","195","1"
"H_GENERAL","B+","196","1"
"H_GENERAL","B+","197","2"
"H_GENERAL","B+","198","2"
"H_GENERAL","B+","199","2"
"H_GENERAL","B+","200","2"
"H_GENERAL","B+","201","2"
"H_GENERAL","B+","202","1"
"H_GENERAL","B+","203","1"
"H_GENERAL","B+","204","2"
"H_GENERAL","B+","205","2"
"H_GENERAL","B+","206","2"
"H_GENERAL","B+","207","2"
"H_GENERAL","B+","208","2"
"H_GENERAL","B+","209","1"
"H_GENERAL","B+","210","1"
"H_GENERAL","B+","211","2"
"H_GENERAL","B+","212","2"
"H_GENERAL","B+","213","2"
"H_GENERAL","B+","214","2"
"H_GENERAL","B+","215","2"
"H_GENERAL","B+","216","1"
"H_GENERAL","B+","217","1"
"H_GENERAL","B+","218","2"
"H_GENERAL","B+","219","2"
"H_GENERAL","B+","220","2"
"H_GENERAL","B+","221","2"
"H_GENERAL","B+","222","2"
"H_GENERAL","B+","223","1"
"H_GENERAL","B+","224","1"
"H_GENERAL","B+","225","2"
"H_GENERAL","B+","226","2"
"H_GENERAL","B+","227","2"
"H_GENERAL","B+","228","2"
"H_GENERAL","B+","229","2"
"H_GENERAL","B+","230","1"
"H_GENERAL","B+","231","1"
"H_GENERAL","B+","232","2"
"H_GENERAL","B+","233","2"
"H_GENERAL","B+","234","2"
"H_GENERAL","B+","235","2"
"H_GENERAL","B+","236","2"
"H_GENERAL","B+","237","1"
"H_GENERAL","B+","238","1"
"H_GENERAL","B+","239","2"
"H_GENERAL","B+","240","2"
"H_GENERAL","B+","241","2"
"H_GENERAL","B+","242","2"
"H_GENERAL","B+","243","2"
"H_GENERAL","B+","244","1"
"H_GENERAL","B+","245","1"
"H_GENERAL","B+","246","2"
"H_GENERAL","B+","247","2"
"H_GENERAL","B+","248","2"
"H_GENERAL","B+","249","2"
"H_GENERAL","B+","250","2"
"H_GENERAL","B+","251","1"
"H_GENERAL","B+","252","1"
"H_GENERAL","B+","253","2"
"H_GENERAL","B+","254","2"
"H_GENERAL","B+","255","2"
"H_GENERAL","B+","256","2"
"H_GENERAL","B+","257","2"
"H_GENERAL","B+","258","1"
"H_GENERAL","B+","259","1"
"H_GENERAL","B+","260","2"
"H_GENERAL","B+","261","2"
"H_GENERAL","B+","262","2"
"H_GENERAL","B+","263","2"
"H_GENERAL","B+","264","2"
"H_GENERAL","B+","265","1"
"H_GENERAL","B+","266","1"
"H_GENERAL","B+","267","2"
"H_GENERAL","B+","268","2"
"H_GENERAL","B+","269","2"
"H_GENERAL","B+","270","2"
"H_GENERAL","B+","271","2"
"H_GENERAL","B+","272","1"
"H_GENERAL","B+","273","1"
"H_GENERAL","B+","274","2"
"H_GENERAL","B+","275","2"
"H_GENERAL","B+","276","2"
"H_GENERAL","B+","277","2"
"H_GENERAL","B+","278","2"
"H_GENERAL","B+","279","1"
"H_GENERAL","B+","280","1"
"H_GENERAL","B+","281","2"
"H_GENERAL","B+","282","2"
"H_GENERAL","B+","283","2"
"H_GENERAL","B+","284","2"
"H_GENERAL","B+","285","2"
"H_GENERAL","B+","286","1"
"H_GENERAL","B+","287","1"
"H_GENERAL","B+","288","2"
"H_GENERAL","B+","289","2"
"H_GENERAL","B+","290","2"
"H_GENERAL","B+","291","2"
"H_GENERAL","B+","292","2"
"H_GENERAL","B+","293","1"
"H_GENERAL","B+","294","1"
"H_GENERAL","B+","295","2"
"H_GENERAL","B+","296","2"
"H_GENERAL","B+","297","2"
"H_GENERAL","B+","298","2"
"H_GENERAL","B+","299","2"
"H_GENERAL","B+","300","1"
"H_GENERAL","B+","301","1"
"H_GENERAL","B+","302","2"
"H_GENERAL","B+","303","2"
"H_GENERAL","B+","304","2"
"H_GENERAL","B+","305","2"
"H_GENERAL","B+","306","2"
"H_GENERAL","B+","307","1"
"H_GENERAL","B+","308","1"
"H_GENERAL","B+","309","2"
"H_GENERAL","B+","310","2"
"H_GENERAL","B+","311","2"
"H_GENERAL","B+","312","2"
"H_GENERAL","B+","313","2"
"H_GENERAL","B+","314","1"
"H_GENERAL","B+","315","1"
"H_GENERAL","B+","316","2"
"H_GENERAL","B+","317","2"
"H_GENERAL","B+","318","2"
"H_GENERAL","B+","319","2"
"H_GENERAL","B+","320","2"
"H_GENERAL","B+","321","1"
"H_GENERAL","B+","322","1"
"H_GENERAL","B+","323","2"
"H_GENERAL","B+","324","2"
"H_GENERAL","B+","325","2"
"H_GENERAL","B+","326","2"
"H_GENERAL","B+","327","2"
"H_GENERAL","B+","328","1"
"H_GENERAL","B+","329","1"
"H_GENERAL","B+","330","2"
"H_GENERAL","B+","331","2"
"H_GENERAL","B+","332","2"
"H_GENERAL","B+","333","2"
"H_GENERAL","B+","334","2"
"H_GENERAL","B+","335","1"
"H_GENERAL","B+","336","1"
"H_GENERAL","B+","337","2"
"H_GENERAL","B+","338","2"
"H_GENERAL","B+","339","2"
"H_GENERAL","B+","340","2"
"H_GENERAL","B+","341","2"
"H_GENERAL","B+","342","1"
"H_GENERAL","B+","343","1"
"H_GENERAL","B+","344","2"
"H_GENERAL","B+","345","2"
"H_GENERAL","B+","346","2"
"H_GENERAL","B+","347","2"
"H_GENERAL","B+","348","2"
"H_GENERAL","B+","349","1"
"H_GENERAL","B+","350","1"
"H_GENERAL","B+","351","2"
"H_GENERAL","B+","352","2"
"H_GENERAL","B+","353","2"
"H_GENERAL","B+","354","2"
"H_GENERAL","B+","355","2"
"H_GENERAL","B+","356","1"
"H_GENERAL","B+","357","1"
"H_GENERAL","B+","358","2"
"H_GENERAL","B+","359","2"
"H_GENERAL","B+","360","2"
"H_GENERAL","B+","361","2"
"H_GENERAL","B+","362","2"
"H_GENERAL","B+","363","1"
"H_GENERAL","B+","364","1"
"H_GENERAL","B+","365","2"
"H_GENERAL","AB-","1","0"
"H_GENERAL","AB-","2","0"
"H_GENERAL","AB-","3","0"
"H_GENERAL","AB-","4","0"
"H_GENERAL","AB-","5","0"
"H_GENERAL","AB-","6","0"
"H_GENERAL","AB-","7","0"
"H_GENERAL","AB-","8","0"
"H_GENERAL","AB-","9","0"
"H_GENERAL","AB-","10","0"
"H_GENERAL","AB-","11","0"
"H_GENERAL","AB-","12","0"
"H_GENERAL","AB-","13","0"
"H_GENERAL","AB-","14","0"
"H_GENERAL","AB-","15","0"
"H_GENERAL","AB-","16","0"
"H_GENERAL","AB-","17","0"
"H_GENERAL","AB-","18","0"
"H_GENERAL","AB-","19","0"
"H_GENERAL","AB-","20","0"
"H_GENERAL","AB-","21","0"
"H_GENERAL","AB-","22","0"
"H_GENERAL","AB-","23","0"
"H_GENERAL","AB-","24","0"
"H_GENERAL","AB-","25","0"
"H_GENERAL","AB-","26","0"
"H_GENERAL","AB-","27","0"
"H_GENERAL","AB-","28","0"
"H_GENERAL","AB-","29","0"
"H_GENERAL","AB-","30","0"
"H_GENERAL","AB-","31","0"
"H_GENERAL","AB-","32","0"
"H_GENERAL","AB-","33","0"
